Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Category,Outlet_Age,Price_Category,Visibility_Category,Store_Age_Category
670,1.8882467097679276,0,-0.6186722992698996,10,-0.380784389116386,9,1999,1,0,1,1523.3504,1,-0.13954076129512305,2,2,0
1082,1.864620324357953,0,-0.6028267209780432,6,-0.3022218551978938,0,1998,2,2,0,369.519,1,-0.020084563171546017,2,2,0
57,-0.9362876659944787,0,0.6862459678946432,4,-1.6232003904393053,9,1999,1,0,1,690.4346,0,-0.13954076129512305,1,0,0
82,1.592916892143251,0,-0.7310523366361131,14,-1.3783432521016248,7,2002,2,1,1,1381.535,0,-0.49790935566585415,1,1,0
178,1.6165432775532247,0,-0.34857261867635925,6,-1.3344772168512766,6,2004,2,1,1,622.523,1,-0.7368217519130082,1,2,0
1468,-0.7224688780342127,0,-0.9217010675925644,8,-0.4246504243667342,6,2004,2,1,1,1274.3412,2,-0.7368217519130082,2,1,0
970,0.0021668410545682016,0,-1.2131776206860974,5,-0.3364526506070468,4,1985,2,0,0,487.3656,1,1.5328460124349554,2,1,1
382,-0.16724882089982096,0,1.2052239731726386,5,1.6870215862160682,9,1999,1,0,1,1231.73,1,-0.13954076129512305,3,0,0
231,-0.9705459248389411,1,0.07680099605772604,6,0.7461339922301263,6,2004,2,1,1,3755.112,1,-0.7368217519130082,3,2,0
1442,0.12447478229831319,0,-0.8405824887448505,9,0.14417559489806764,5,1985,1,2,3,4363.6532,2,1.5328460124349554,0,1,1
231,-0.9705459248389411,1,0.0770814784982028,6,0.7525574854575898,8,1997,2,0,1,1314.2892,1,0.09937163495203102,3,2,0
940,0.10445461131488148,0,-0.14021473408333152,5,0.16184020127359214,7,2002,2,1,1,1805.6496,1,-0.49790935566585415,0,2,0
284,0.030711831954549774,1,-0.49595605363799106,13,0.6028708227780081,5,1985,1,2,3,2854.9504,1,1.5328460124349554,0,2,1
1113,-1.074502020642827,1,0.8966050552448961,13,0.6119986066542337,9,1999,1,0,1,3896.2616,1,-0.13954076129512305,0,0,0
7,0.9195649079589884,1,-0.9126749832455642,14,-1.6413724527797997,1,1987,0,2,1,667.7974,0,1.2939336161878014,1,1,1
737,1.6283564702582118,0,-0.7299051632557942,13,1.1417344578833066,3,2009,1,2,2,3185.853,1,-1.3341027425308933,3,1,0
438,1.002257256893898,1,-0.4766402927660053,3,0.0030675074237633193,1,1987,0,2,1,2247.7408,1,1.2939336161878014,2,2,1
181,-0.557084180164394,1,0.9109060421198034,0,0.3553511464975438,1,1987,0,2,1,1794.331,1,1.2939336161878014,0,0,1
400,-1.4702439762598938,1,-1.2803276333473408,0,-0.3160837535827601,7,2002,2,1,1,2530.7058,1,-0.49790935566585415,2,1,0
36,-0.2387281125880181,0,4.138856683893094,14,1.355023338754618,4,1985,2,0,0,679.116,0,1.5328460124349554,3,0,1
111,0.3052788872996614,0,-0.6924194632653291,14,-1.5991122908363173,1,1987,0,2,1,812.276,0,1.2939336161878014,1,1,1
279,0.10445461131488148,0,0.18002505376487646,4,1.469971750060077,8,1997,2,0,1,699.09,1,0.09937163495203102,3,2,0
910,-0.9374689852649771,0,-1.296841610974887,5,-0.6197254901915729,2,2007,2,1,1,2732.4432,1,-1.0951903462837393,2,1,0
1099,-0.009579504971746346,1,-0.12172412150356553,10,0.5772186025741327,4,1985,2,0,0,176.437,1,1.5328460124349554,0,2,1
1144,0.030711831954549774,0,0.0176444049818006,13,-0.3096602603552965,5,1985,1,2,3,4097.3332,1,1.5328460124349554,2,2,1
1025,-0.8878535759040317,1,0.582355756937536,1,0.5172938342551257,7,2002,2,1,1,3151.8972,1,-0.49790935566585415,0,0,0
288,-1.2658757424636176,0,-0.7567435224144254,5,1.5753266742303194,9,1999,1,0,1,5942.265,1,-0.13954076129512305,3,1,0
1228,0.9431912933689629,1,1.7891325602550152,5,0.8263023994554843,2,2007,2,1,1,4843.695,1,-1.0951903462837393,3,0,0
1251,-1.2694197002751135,0,-0.03257026039307297,13,-0.5133974067973697,6,2004,2,1,1,2542.0244,1,-0.7368217519130082,2,2,0
0,-0.29719394065467875,0,-0.587793609538606,14,-0.010877896373059593,2,2007,2,1,1,2552.6772,0,-1.0951903462837393,2,2,0
1213,-0.28538074794969154,0,-0.609584855040981,13,1.3822814322653592,3,2009,1,2,2,1141.847,1,-1.3341027425308933,3,2,0
1317,0.03357545508495897,0,-0.7044744439150135,9,-1.5013210299414133,2,2007,2,1,1,680.4476,2,-1.0951903462837393,1,1,0
91,-0.04911689384995036,0,-0.1536760824315133,14,0.29010130229296927,7,2002,2,1,1,2085.9514,0,-0.49790935566585415,0,2,0
200,1.7464883973080825,1,2.0113306064873173,3,-0.7785399367473802,0,1998,2,2,0,186.424,1,-0.020084563171546017,1,0,0
528,-1.0059855029539022,1,-0.6072644497104714,3,0.7894508188095262,6,2004,2,1,1,3036.048,1,-0.7368217519130082,3,2,0
1075,-0.06093008655493759,0,-0.43115379687334715,1,-1.256971347568702,2,2007,2,1,1,866.8716,1,-1.0951903462837393,1,2,0
605,1.1440155693537424,0,-1.1754838297970882,5,-0.7379274008167424,6,2004,2,1,1,868.869,1,-0.7368217519130082,2,1,0
86,0.3052788872996614,0,2.2412763962548845,14,-0.9404826245049623,8,1997,2,0,1,1137.1864,0,0.09937163495203102,1,0,0
1048,1.5102245432083414,0,0.6281142478493624,4,-1.4163350027954575,2,2007,2,1,1,928.1252,1,-1.0951903462837393,1,0,0
55,-0.9398316238059745,0,0.31722950646210063,7,0.17303956171567497,1,1987,0,2,1,762.341,0,1.2939336161878014,0,0,1
1444,1.8055543608330178,0,-0.7536135323769055,9,-1.6172843531768115,7,2002,2,1,1,707.0796,2,-0.49790935566585415,1,1,0
1186,-0.13046135530553407,0,-0.7342382402945714,3,0.6360032008452647,5,1985,1,2,3,7968.2944,1,1.5328460124349554,0,1,1
1340,0.15170738213482957,0,0.03816096701558116,9,0.3099209906463081,8,1997,2,0,1,1438.128,2,0.09937163495203102,0,2,0
1476,0.06719909822829272,0,1.4627234109588054,8,1.3400630230278556,5,1985,1,2,3,6976.2524,2,1.5328460124349554,3,0,1
910,-0.9374689852649771,0,-1.2241373065728285,5,-0.6309666033396341,0,1998,2,2,0,101.2016,1,-0.020084563171546017,2,1,0
394,-1.1820020742582094,0,-1.1815248463284889,3,0.7632076372287242,3,2009,1,2,2,952.094,1,-1.3341027425308933,3,1,0
1428,-1.3284856638000488,0,0.12137562089664479,9,-0.4005623247637461,8,1997,2,0,1,1969.4364,2,0.09937163495203102,2,2,0
453,0.19677016876869963,0,-0.21451858943376287,15,0.3927936885204281,5,1985,1,2,3,5262.4832,1,1.5328460124349554,0,2,1
228,-1.4029087778414675,0,-0.6403767226264309,4,-1.2912438956838335,7,2002,2,1,1,1314.2892,1,-0.49790935566585415,1,1,0
1152,-0.8406008050840832,0,-0.5474023094383754,6,-0.8057562775521431,2,2007,2,1,1,535.3032,1,-1.0951903462837393,1,2,0
1407,1.3330266526335355,0,-0.27694011458295303,11,-0.14235074400616876,0,1998,2,2,0,263.6568,2,-0.020084563171546017,2,2,0
1289,-1.1430185383317522,0,-1.0113855018575924,9,0.2184697175669102,6,2004,2,1,1,1402.1748,2,-0.7368217519130082,0,1,0
1538,-0.8654085097645562,0,-0.445590304213081,9,-0.5753937516822336,2,2007,2,1,1,1693.7952,2,-1.0951903462837393,2,2,0
1436,-0.013677315734989101,0,0.4069311739689892,11,-0.5684628024898005,7,2002,2,1,1,2143.876,2,-0.49790935566585415,2,0,0
1288,0.8841253298440276,0,-0.8572330403110626,9,0.5884179630162152,9,1999,1,0,1,2676.516,2,-0.13954076129512305,0,1,0
479,0.26983930918470017,1,1.6553446742825628,5,-1.4120248388398298,6,2004,2,1,1,905.488,1,-0.7368217519130082,1,0,0
743,1.35665303804351,0,-0.6240004717957146,5,1.692388414807614,9,1999,1,0,1,7370.406,1,-0.13954076129512305,3,2,0
198,0.7423670173841825,0,-0.19703394498613008,15,1.3786039823926362,6,2004,2,1,1,6301.1312,1,-0.7368217519130082,3,2,0
1274,1.1203891839437687,0,0.22992075508884416,8,0.3163444838737717,6,2004,2,1,1,1597.92,2,-0.7368217519130082,0,0,0
179,1.9827522514078237,0,1.6816035910266378,13,0.5980949555633888,6,2004,2,1,1,529.311,1,-0.7368217519130082,0,0,0
1428,-1.3284856638000488,0,0.12108675041918404,9,-0.376474225160758,6,2004,2,1,1,1969.4364,2,-0.7368217519130082,2,2,0
94,0.4115976216445448,0,1.6034653691775447,14,-1.455299912713251,2,2007,2,1,1,1034.6532,0,-1.0951903462837393,1,0,0
843,0.23439973106973888,1,-0.8894355491209612,5,0.3296571735876895,3,2009,1,2,2,1794.331,1,-1.3341027425308933,0,1,0
470,0.18714696024979083,1,0.04890097379153692,5,0.9097243060005524,3,2009,1,2,2,2768.3964,1,-1.3341027425308933,3,2,0
104,-0.2387281125880181,0,-0.5777363929485207,14,-1.7616876926768048,5,1985,1,2,3,898.83,0,1.5328460124349554,1,2,1
1132,-1.2977713627670826,0,-0.5603089342411793,6,1.3678703252095448,8,1997,2,0,1,3169.208,1,0.09937163495203102,3,2,0
1344,1.2975870745185747,0,-1.1263840776508156,9,1.3261593719370108,3,2009,1,2,2,3589.9936,2,-1.3341027425308933,3,1,0
216,-1.7466726855565908,1,-0.44135380488543635,0,-0.13537804210775709,3,2009,1,2,2,262.3252,1,-1.3341027425308933,2,2,0
661,1.35665303804351,0,1.6332647451452569,2,-0.6609289874991373,2,2007,2,1,1,1910.1802,1,-1.0951903462837393,2,0,0
20,0.23439973106973888,0,-0.7907012379016585,14,-0.00124265653186445,2,2007,2,1,1,1701.7848,0,-1.0951903462837393,2,1,0
797,0.26983930918470017,1,-0.20617229386603467,5,0.2179622616019406,1,1987,0,2,1,2471.4496,1,1.2939336161878014,0,2,1
631,0.26983930918470017,1,-0.5729784876764286,13,-1.3847249926231096,1,1987,0,2,1,1331.6,1,1.2939336161878014,1,2,1
824,0.08668033550007682,0,0.13154865997845008,6,-0.7063173906443945,5,1985,1,2,3,1808.9786,1,1.5328460124349554,2,2,1
1037,-1.6427165897527047,0,-0.495153386079963,3,1.309634935609361,3,2009,1,2,2,3315.684,1,-1.3341027425308933,3,2,0
47,-1.320216428906558,0,0.006533277261465142,14,-0.42942629158135326,8,1997,2,0,1,2618.5914,0,0.09937163495203102,2,2,0
1109,-1.5836506262277694,1,0.47526815349406343,10,1.1813320818840052,8,1997,2,0,1,2769.728,1,0.09937163495203102,3,0,0
113,1.5692905067332767,1,0.13634707430119017,14,1.4854812744577877,2,2007,2,1,1,5375.0034,0,-1.0951903462837393,3,2,0
750,0.5533559341043894,0,-0.982349934177046,3,1.2186911184949325,2,2007,2,1,1,2838.9712,1,-1.0951903462837393,3,1,0
611,-0.16724882089982096,1,-0.5617958827499449,3,-0.2567499466406798,3,2009,1,2,2,1743.0644,1,-1.3341027425308933,2,2,0
1278,0.12447478229831319,0,-0.8978524075590524,9,0.928445577011995,5,1985,1,2,3,5555.4352,2,1.5328460124349554,3,1,1
1075,-0.06093008655493759,0,-0.4326885691190403,1,-1.269818334023629,3,2009,1,2,2,619.194,1,-1.3341027425308933,1,2,0
1401,0.38797123623457075,0,-1.0192372013962379,11,0.38265099271426345,6,2004,2,1,1,2120.573,2,-0.7368217519130082,0,1,0
568,0.8841253298440276,0,1.0369681007882183,6,0.5151805049832903,2,2007,2,1,1,3823.0236,1,-1.0951903462837393,0,0,0
627,-0.24994116983473028,1,-0.26586210171952573,10,0.16771448583010762,1,1987,0,2,1,1360.2294,1,1.2939336161878014,0,2,1
892,0.057201840494933,1,-0.5285984772216572,6,0.6076466899926269,1,1987,0,2,1,3969.4996,1,1.2939336161878014,0,2,1
488,1.1440155693537424,0,4.395095848937712,6,-0.4144659758545907,0,1998,2,2,0,345.5502,1,-0.020084563171546017,2,0,0
857,1.179455147468704,0,0.33512945315554954,1,0.8926506610019546,0,1998,2,2,0,585.2382,1,-0.020084563171546017,3,0,0
215,-0.1318092427848597,1,-0.11924581435836176,15,-0.775835646098618,7,2002,2,1,1,1010.6844,1,-0.49790935566585415,1,2,0
1499,-0.24994116983473028,0,0.5478693963516619,8,-0.9559921489026729,0,1998,2,2,0,161.1236,2,-0.020084563171546017,1,0,0
142,-0.2387281125880181,1,2.3904794588129628,14,-1.587912930394235,4,1985,2,0,0,42.6112,0,1.5328460124349554,1,0,1
707,-0.4153258677045494,0,2.1034450471158634,0,0.26444908208909396,7,2002,2,1,1,3010.7476,1,-0.49790935566585415,0,0,0
797,0.0021668410545682016,1,-0.21098915391939366,5,0.19387416199895252,5,1985,1,2,3,6024.1584,1,1.5328460124349554,0,2,1
1049,-0.3680730968846009,0,-1.261278500741003,10,0.9177536725348818,7,2002,2,1,1,988.713,1,-0.49790935566585415,3,1,0
1426,0.06719909822829272,0,1.147475717604835,8,-0.3701342373452515,4,1985,2,0,0,239.688,2,1.5328460124349554,2,0,1
1008,-1.6793374871381646,1,0.08663141761940493,4,-0.45245772654842364,1,1987,0,2,1,1374.2112,1,1.2939336161878014,2,2,1
926,-0.1372177455643448,1,-0.4247257777825188,0,1.378054773721688,5,1985,1,2,3,4739.8302,1,1.5328460124349554,3,2,1
578,-0.35625990417961406,1,-0.5085188881856404,13,-0.6582664495563539,3,2009,1,2,2,1012.016,1,-1.3341027425308933,2,2,0
694,0.08668033550007682,1,0.46520805475856863,6,0.39761130844102593,4,1985,2,0,0,657.8104,1,1.5328460124349554,0,0,1
1523,0.26983930918470017,0,-0.8316762420162781,8,-0.1696088375169099,9,1999,1,0,1,778.986,2,-0.13954076129512305,2,1,0
319,1.6283564702582118,1,-1.0473046663722687,5,0.6226487584253679,7,2002,2,1,1,2336.958,1,-0.49790935566585415,0,1,0
1277,-1.496233000210865,0,0.391312708735377,9,-0.8977567593024889,9,1999,1,0,1,2233.0932,2,-0.13954076129512305,1,0,0
1029,-0.604336950984342,0,1.503693982532554,10,-0.5946224786586456,9,1999,1,0,1,1661.8368,1,-0.13954076129512305,2,0,0
616,-1.6722495715151724,1,0.06986925745683022,13,1.987493328917128,9,1999,1,0,1,4745.8224,1,-0.13954076129512305,3,2,0
150,-0.23812797712974348,1,-0.4087185409485039,6,0.37191733553117207,7,2002,2,1,1,3124.5994,1,-0.49790935566585415,0,2,0
951,0.8250593663190923,0,-0.9961807139360918,6,-1.4591026207039097,3,2009,1,2,2,467.3916,1,-1.3341027425308933,1,1,0
1530,0.12447478229831319,0,-1.095973985009327,9,0.6681206669825821,5,1985,1,2,3,5070.7328,2,1.5328460124349554,0,1,1
932,-0.557084180164394,0,-0.583461645604263,6,-1.660093723791242,8,1997,2,0,1,540.6296,1,0.09937163495203102,1,2,0
221,1.4511585796834061,1,0.5280066042810112,5,-1.4921932460651877,8,1997,2,0,1,992.7078,1,0.09937163495203102,1,0,0
1420,0.4115976216445448,0,-0.22195015167920756,11,1.5715239662396612,9,1999,1,0,1,6008.845,2,-0.13954076129512305,3,2,0
343,0.13424013659630724,1,0.5548507674841906,4,-1.2537596009549705,5,1985,1,2,3,2105.2596,1,1.5328460124349554,1,0,1
1157,-0.13046135530553407,1,0.6080213611907336,3,1.4715776233669429,5,1985,1,2,3,5359.69,1,1.5328460124349554,3,0,1
